,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price,rev1,rev2,rev3
10,HQSifWLNBh_LgMqronwAYA,nancy-whiskey-pub-new-york,Nancy Whiskey Pub,https://s3-media2.fl.yelpcdn.com/bphoto/R-q36lQVo-_wsNb_YJXWCQ/o.jpg,False,https://www.yelp.com/biz/nancy-whiskey-pub-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,220,"[{'alias': 'divebars', 'title': 'Dive Bars'}]",4.0,"{'latitude': 40.72063, 'longitude': -74.00499}",[],"{'address1': '1 Lispenard St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['1 Lispenard St', 'New York, NY 10013']}",+12122269943,(212) 226-9943,1697.2789652640483,$,Best dive bar. It may be about the cheapest bar in the city. Nancy Whiskey Pub is a longtime favorite. Lots of names are scribbled on the walls everywhere....,"In town on business and was tired from a long day of travel and meetings.  Just wanted an easy play to go and was not in the need for ""fancy"".  Read good...",Great little dive bar!  Great vibe. Stopped by for a few drinks before a concert at the iHeartRadio Theater. Bartender was friendly. The drinks were cheap....
11,t1biT7XpKaUWG8UEWJMV1Q,sobs-new-york-2,SOB's,https://s3-media3.fl.yelpcdn.com/bphoto/X5oqf3sEdfzDvVpwxweiLQ/o.jpg,False,https://www.yelp.com/biz/sobs-new-york-2?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,428,"[{'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'danceclubs', 'title': 'Dance Clubs'}]",3.5,"{'latitude': 40.728407, 'longitude': -74.0052}","['pickup', 'delivery']","{'address1': '204 Varick St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['204 Varick St', 'New York, NY 10014']}",+12122434940,(212) 243-4940,2110.3660623244787,$$,"IVe been Dj'n at this venue for years ... Sound system is awesome, drinks are great. Staff is friendly.

I recently left my jacket on stage after djn,...","I went to SOB's on a Thursday night for a show - The Guys Next Door podcast live. The venue is a nice size and has a good set up. 

The service was typical...","LIT LIT LIT!!! Sold out crowd, but still room to dance, breathe, quickly get a drink & make your way back to enjoy the show! A great night w/ incredible..."
12,T-CHjYXreDKbeT2kZalFeg,village-vanguard-new-york,Village Vanguard,https://s3-media1.fl.yelpcdn.com/bphoto/zdsR2Ayr9XlBStS1XCaekw/o.jpg,False,https://www.yelp.com/biz/village-vanguard-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,184,"[{'alias': 'jazzandblues', 'title': 'Jazz & Blues'}]",4.0,"{'latitude': 40.7360948, 'longitude': -74.0015606}",[],"{'address1': '178 7th Ave S', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['178 7th Ave S', 'New York, NY 10014']}",+12122554037,(212) 255-4037,2550.760792799679,$$,Great acoustics. Not as tight as often noted. Worth sitting on the sides. Great drink list at good value. Nice poster arrangement on the wall showcasing the...,$35 per person plus one drink minimum. Beers are about $8 and my Prosecco was $11. Definitely reserve online and arrive about 30 mins before the show...,The Village Vanguard is legendary for its historic beginnings and being the main venue of many famous jazz careers from the 1940s to the present:  Jazz...
13,S_jhy2fezd3XPr4mSY_Oug,starfoods-new-york,Starfoods,,False,https://www.yelp.com/biz/starfoods-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,2,"[{'alias': 'danceclubs', 'title': 'Dance Clubs'}]",3.0,"{'latitude': 40.723789, 'longitude': -73.98896}",[],"{'address1': '64 E 1st St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['64 E 1st St', 'New York, NY 10003']}",+12122603116,(212) 260-3116,848.6310508201807,,formerly boucarou (still has the sign up).  i never would've even known this place is called the ridiculously named starfoods had it not been my friend who...,We had a wonderful time at Starfoods...the food was great and the staff was friendly and accommodating. The prices are very reasonable too. The music was...,No Review
14,pC92jJr2d1VrxGKRNPPERA,11th-street-bar-new-york,11th Street Bar,https://s3-media2.fl.yelpcdn.com/bphoto/dmVCA08PpjtF9LoM6B3ecw/o.jpg,False,https://www.yelp.com/biz/11th-street-bar-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,138,"[{'alias': 'irish_pubs', 'title': 'Irish Pub'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",4.0,"{'latitude': 40.72802, 'longitude': -73.98128}",[],"{'address1': '510 E 11th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['510 E 11th St', 'New York, NY 10009']}",+12129823929,(212) 982-3929,1315.333043809646,$,I can't recommend this place enough. 11th Street is a nice bar that is also...normal? When you come here they have nice cocktails and a lovely bunch  of...,"It's not a good place to come in a car
If you're in L.A. then it's too damn far
But if you're a Liverpool fan (hope you are)
Then your spiritual home is...",Great bar for Liverpool fans!  Wonderful community vibe. Bartenders are so nice and service is good!  GO REDS!
15,eN-OHMPod8iJjzpgYS3LKw,st-dymphnas-new-york-2,St. Dymphna's,https://s3-media1.fl.yelpcdn.com/bphoto/mhk8_XFdFHUGLiC1OjWeJg/o.jpg,False,https://www.yelp.com/biz/st-dymphnas-new-york-2?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,187,"[{'alias': 'bars', 'title': 'Bars'}]",3.5,"{'latitude': 40.726444, 'longitude': -73.98361}",[],"{'address1': '117 Avenue A', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['117 Avenue A', 'New York, NY 10009']}",,,1104.0117886547748,$$,"Great neighborhood bar. Went here on my husband's birthday, and what do they happen to have hanging on the wall? A ""Happy Birthday"" sign. As I was about to...","I have no idea what it's like in the summer, though I imagine warm (to judge by the fans on the ceiling, which they wouldn't have if there were a/c). 

This...",St. Dymphna is the patron saint of the mentally ill and of victims of incest. A 7th Century Irish born Christian saint whom this bar/ Irish pub is named...
16,4nBU6TCrDQDBIPubr0ZpSA,bar-hugo-new-york,Bar Hugo,https://s3-media3.fl.yelpcdn.com/bphoto/foi8nX-VdNjuhD_mgD-Trg/o.jpg,False,https://www.yelp.com/biz/bar-hugo-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,90,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'lounges', 'title': 'Lounges'}]",3.0,"{'latitude': 40.72643, 'longitude': -74.008713}",[],"{'address1': '525 Greenwich St', 'address2': '', 'address3': 'Hotel Hugo', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['525 Greenwich St', 'Hotel Hugo', 'New York, NY 10013']}",+12126084848,(212) 608-4848,2236.848333009667,$$,Amazing bar with fantastic bartenders and great view. The decoration is really chic with nice sofas and chairs. They have plenty of seatings of sofas and...,Ohh NYC how much I love your cocktails and bars. Honestly there is no better cocktail scene than the one in NYC. We were staying at Hotel Hugo and we took...,"Wonderful experience!!! BEST spiciest margaritas I've ever had!!!! 
Bartender was amazing!"
17,AgAkUVLN_axMY-bzbNCfCw,yuca-bar-new-york,Yuca Bar,https://s3-media4.fl.yelpcdn.com/bphoto/jP2eHFr9p6EOzDOFh7es3A/o.jpg,False,https://www.yelp.com/biz/yuca-bar-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,1781,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.7262, 'longitude': -73.9836}","['pickup', 'delivery']","{'address1': '111 Avenue A', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['111 Avenue A', 'New York, NY 10009']}",+12129829533,(212) 982-9533,1087.31531889163,$$,"Food: 4 stars 
Price: 5 
Ambiance: 4
Service: 5

I came here with a reservation for 25 people and they were super attentive making sure everything went...","Been here several times, so this review is overdue. Love this spot!!! point blank the drinks never disappoint. My go-to is the Capirihana the HH special is...","Yuca Bar is lit af. 

I really enjoy this spot. Both times I've gone, the food and drinks are incredibly on point! I came here the first time per the..."
18,smW_70ZHR-AZ7jSi_JF3tA,dominion-ny-theater-and-lounge-manhattan,Dominion  NY Theater & Lounge,https://s3-media1.fl.yelpcdn.com/bphoto/cundb1G9QesM6x9rgzhkBg/o.jpg,False,https://www.yelp.com/biz/dominion-ny-theater-and-lounge-manhattan?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,5,"[{'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.0,"{'latitude': 40.72911, 'longitude': -73.99233}",[],"{'address1': '428 Lafayette St', 'address2': '', 'address3': '', 'city': 'Manhattan', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['428 Lafayette St', 'Manhattan, NY 10003']}",+18888821951,(888) 882-1951,1519.160089216511,$,"Excellent Venue - Cool Lounge

Small bar, cool layout in lounge area with nice lighting. The Theater is equipped with a fine sound system and lighting....","I went here for a Toys for Tots event. Good location- Astor Place. The night I went the cover was a toy, so I can't comment on how it usually works. 1st...","Awesome, intimate venue! Went here for CMJ and had a blast. Great acoustics and vibe."
19,79vCbIPpegECCPrn3bNpiQ,pianos-new-york,Pianos,https://s3-media2.fl.yelpcdn.com/bphoto/qmzzSIV6e1KMDSaAkL61pA/o.jpg,False,https://www.yelp.com/biz/pianos-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,887,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.0,"{'latitude': 40.72104, 'longitude': -73.98775}","['pickup', 'delivery']","{'address1': '158 Ludlow St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['158 Ludlow St', 'New York, NY 10002']}",+12125053733,(212) 505-3733,515.1142430571887,$$,"Came here on a Thursday night with a huge group for a fun night of dancing. A couple of my friends have been here on Saturdays and have had a great time, so...","Oh, Pianos. Has it been six years now that I've spent getting down in your reaches?

I can only speak for just the nightclub part (there's live music before...",Pianos is always a staple for a fun random night out in the LES. The back room on Fridays/ Saturdays has fire DJs and on weekdays great casual performers...
20,U8C69ISrhGTTubjqoVgZYg,maiden-lane-new-york,Maiden Lane,https://s3-media1.fl.yelpcdn.com/bphoto/OqNMspHwnKr-a_TwWzzddw/o.jpg,False,https://www.yelp.com/biz/maiden-lane-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,75,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 40.7270061842058, 'longitude': -73.9799581110408}",[],"{'address1': '162 Ave B', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['162 Ave B', 'New York, NY 10009']}",+16467558911,(646) 755-8911,1246.7187269430772,$$,"This place is super cute. Love the tinned fish options and the crab dip. They provide dressed parsley, bread, butter, and salt for the tins and I appreciate...","I absolutely love this bar, as every time I'm in the East Village I always stop here.  The vibes are always good, bartenders are very attentive, live music...","Maiden Lane is a bar specializing in tinned seafood in Alphabet City. I'm no fan of the can, but my boyfriend is, so we stopped in for a nightcap and a bite..."
21,tRZcEKBNNwiZw1_Px_POag,smith-and-mills-new-york-2,Smith & Mills,https://s3-media2.fl.yelpcdn.com/bphoto/yPJgBFrIRsCnVwZIxoliRw/o.jpg,False,https://www.yelp.com/biz/smith-and-mills-new-york-2?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,282,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"{'latitude': 40.72018, 'longitude': -74.00991}","['pickup', 'delivery']","{'address1': '71 N Moore St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['71 N Moore St', 'New York, NY 10013']}",+12122262515,(212) 226-2515,2084.4822899043234,$$,"Super romantic and nostalgic vibe. Lots of culture in a small, quaint space. It won't disappoint.","Walked right by it the first time.

It's small and unmarked. We turned back because we saw a couple sitting at a table in the doorway. Very cozy spot....",Work right by here but never went. Finally went last night for one more drink before heading home. Really neat place with fun music/atmosphere. The place is...
22,3y_-DwmoM198umnZHSOmKQ,yves-new-york-2,Yves,https://s3-media2.fl.yelpcdn.com/bphoto/nal42tJNG9w-MvmmQbnkng/o.jpg,False,https://www.yelp.com/biz/yves-new-york-2?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,71,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'french', 'title': 'French'}]",4.0,"{'latitude': 40.72021, 'longitude': -74.00996}","['pickup', 'delivery']","{'address1': '385 Greenwich St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['385 Greenwich St', 'New York, NY 10013']}",+12124313385,(212) 431-3385,2090.0566618118796,$$,Came here for Valentine's Day with my husband and we loved our meal! We had high expectations since it's the chef from Locanda Verde and it exceeded our...,"I found out about this restaurant because it's on Seated, but from the start I wasn't too impressed with their menu since it's a bit limited. I came around...","Listen to me, there's a fried egg sandwich and there's a Fried Egg Sandwich--Yves is the latter.

What a meal, are you kidding me! 

I have a terrible habit..."
