,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price,rev1,rev2,rev3,hours
0,PDqK57UHLlaPNxjRDHhsOg,o-flanagans-bar-new-york,O’flanagans Bar,https://s3-media2.fl.yelpcdn.com/bphoto/TX3tdVjN8UIyAROA8Ff84A/o.jpg,False,https://www.yelp.com/biz/o-flanagans-bar-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,1,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}]",5.0,"{'latitude': 40.783553, 'longitude': -73.950884}",[],"{'address1': '1664 3rd Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10128', 'country': 'US', 'state': 'NY', 'display_address': ['1664 3rd Ave', 'New York, NY 10128']}",+16463706973,(646) 370-6973,3763.361444673057,,This place is a hidden GEM of a bar in UES!! It's not pretentious and prices are very fair so you won't go bankrupt from ordering 1 piece of fry and a sip...,No Review,No Review,"[{'open': [{'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
1,2fx1DftfQQb0V6vEoINSgg,the-executive-cafe-69-bar-woodside,The Executive Cafe 69 Bar,https://s3-media3.fl.yelpcdn.com/bphoto/2zWpjsW_ubivrLby40i7kA/o.jpg,False,https://www.yelp.com/biz/the-executive-cafe-69-bar-woodside?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,2,"[{'alias': 'divebars', 'title': 'Dive Bars'}]",3.5,"{'latitude': 40.7468936, 'longitude': -73.8962587}",[],"{'address1': '38-21 69th St', 'address2': '', 'address3': '', 'city': 'Woodside', 'zip_code': '11377', 'country': 'US', 'state': 'NY', 'display_address': ['38-21 69th St', 'Woodside, NY 11377']}",+13475437183,(347) 543-7183,3722.925817528532,$,"I had such a fun time here one early April 2019 evening and totally forgot to drop some love! Never too late. 

Nice cozy pub. It was daylight outdoors but...",My adventure mate and I were in the mood to scout divetastic bars in Woodside and came upon a sign right outside the 69th St station off the 7 called '69...,No Review,
2,xI68gEcHuc7TIDh9HHXZGA,el-abuelo-gozon-queens,El Abuelo Gozon,,False,https://www.yelp.com/biz/el-abuelo-gozon-queens?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,2,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]",4.5,"{'latitude': 40.7475634, 'longitude': -73.8865565}",[],"{'address1': '79-03 Roosevelt Ave', 'address2': '', 'address3': None, 'city': 'Queens', 'zip_code': '11372', 'country': 'US', 'state': 'NY', 'display_address': ['79-03 Roosevelt Ave', 'Queens, NY 11372']}",+17184242724,(718) 424-2724,3891.7935334684043,,BEST FOOD!!!!  Margaritas were fantastic!!!  Staff is great!!  ATM inside for convenience!!,Dynamic and lively sports bar catering to Spanish speakers offering complimentary al fresco views of Pay per view boxing events.,No Review,
3,JAO7lU312SeWRs4LcW7pdQ,el-mordisco-sports-bar-and-restaurant-jackson-heights,El Mordisco Sports Bar & Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/E_xLxUCIuj1c2rLZmCnx6Q/o.jpg,False,https://www.yelp.com/biz/el-mordisco-sports-bar-and-restaurant-jackson-heights?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,5,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'colombian', 'title': 'Colombian'}]",5.0,"{'latitude': 40.747862, 'longitude': -73.880599}","['pickup', 'delivery']","{'address1': '8514 Roosevelt Ave', 'address2': None, 'address3': '', 'city': 'Jackson Heights', 'zip_code': '11372', 'country': 'US', 'state': 'NY', 'display_address': ['8514 Roosevelt Ave', 'Jackson Heights, NY 11372']}",+13476124111,(347) 612-4111,4105.817131990586,$$,"Cozy, Colombian restaurant with the option to make a group reservation for karaoke. Food is delicious and friendly staff, small place so no long wait. I...","My Colombian family and I decided to give this place a shot despite proximity to nearby places that had a lot of reviews, and it was the best decision. HUGE...",The foods were abundant and pretty good for the prices. Server was nice! Nice little restaurant where parking is not that difficult.,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
4,do_ndggWB4Gb56rP6ikbVw,irish-rover-astoria,Irish Rover,https://s3-media1.fl.yelpcdn.com/bphoto/9MfgVyWLtpnQgLfA0-LZCQ/o.jpg,False,https://www.yelp.com/biz/irish-rover-astoria?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,158,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'irish_pubs', 'title': 'Irish Pub'}]",4.5,"{'latitude': 40.765754699707, 'longitude': -73.9147491455078}",[],"{'address1': '3718 28th Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['3718 28th Ave', 'Astoria, NY 11103']}",+17182789372,(718) 278-9372,1644.38396850587,$,Amazing fun and friendly!!! They even know my dogs by name!!!! They know my name and always share love and crips! Awesome bar!,Cool irish pub with strong drinks and reasonable prices. Space is large.so bring your friends.  If i lived closer this would be my local watering hole. Also...,"All day, every day. Keep that Guinness on pour and the darts sharp. Erin go braugh!
What more could I say? Good spot for friends, beers and shenanigans.","[{'open': [{'is_overnight': True, 'start': '1030', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1030', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1030', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1030', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1030', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1030', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1030', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
5,KIGROpx3WyYynvtDTT0DnA,el-tucanazo-bar-jackson-heights,El Tucanazo Bar,https://s3-media2.fl.yelpcdn.com/bphoto/gSg7sD1_M4B7Zex04Zl97w/o.jpg,False,https://www.yelp.com/biz/el-tucanazo-bar-jackson-heights?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,2,"[{'alias': 'bars', 'title': 'Bars'}]",2.5,"{'latitude': 40.747945, 'longitude': -73.882395}",[],"{'address1': '83-17 Roosevelt Ave', 'address2': '', 'address3': None, 'city': 'Jackson Heights', 'zip_code': '11372', 'country': 'US', 'state': 'NY', 'display_address': ['83-17 Roosevelt Ave', 'Jackson Heights, NY 11372']}",+13474506313,(347) 450-6313,4005.648701785095,,"When I had a blocked up nose, I ""Took-a-nasal"" spray. This is not that.

Make no mistake. Roosevelt Avenue in Queens is one of the sexiest and wildest and...",No Review,No Review,
6,b84MS7J3-qL4pavRXXS8zw,gilbeys-astoria,Gilbey's,https://s3-media4.fl.yelpcdn.com/bphoto/ip3cBm3z-fPHJsKVsKQT4w/o.jpg,False,https://www.yelp.com/biz/gilbeys-astoria?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,99,"[{'alias': 'irish_pubs', 'title': 'Irish Pub'}]",4.0,"{'latitude': 40.7616757606783, 'longitude': -73.9243560784569}",[],"{'address1': '3201 Broadway', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['3201 Broadway', 'Astoria, NY 11106']}",+17185458567,(718) 545-8567,2449.472108695767,$,"It took me 3 years to write this review!gosh am lazy!
So we have been going to this bar ever since we moved in the neighborhood. Probably the warmest, most...",My friends ended up here for James' birthday because the place across the street messed up the table.  They said they were heading back to Greenpoint...,"Used to be a nice, dark haunt with chill people and good music, and its turned into a Fox News Watcher Hangout complete with customers who tell you to your...","[{'open': [{'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
7,qey4HXKGJTlhAcN5ZbEdZQ,astoria-craft-astoria,Astoria Craft,https://s3-media2.fl.yelpcdn.com/bphoto/zIMFFP5MwxduF3YqKcKHTA/o.jpg,False,https://www.yelp.com/biz/astoria-craft-astoria?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,172,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 40.77332, 'longitude': -73.92715}","['pickup', 'delivery']","{'address1': '1801 26th Rd', 'address2': None, 'address3': None, 'city': 'Astoria', 'zip_code': '11102', 'country': 'US', 'state': 'NY', 'display_address': ['1801 26th Rd', 'Astoria, NY 11102']}",+17182784300,(718) 278-4300,1847.2209917234607,$$,Great neighborhood bar. Not a huge space but a lot of seating around the bar as well as the surrounding hightop tables. The bartender was super friendly and...,Overall a pretty great place off the beaten path in Astoria.  Decided to check it on a Sunday for brunch with my crew after seeing a bunch of rave reviews....,Love their food. I keep trying to order on yelp take out or delivery and it just said that only after 5:45lm and( it's 12 am now) on the app it open till...,"[{'open': [{'is_overnight': True, 'start': '1500', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1500', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1500', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1500', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
8,sdcfbelTp1Q5qBH_4nVotg,the-music-box-caja-musical-jackson-heights-2,The Music Box / Caja Musical,https://s3-media3.fl.yelpcdn.com/bphoto/yF7YU2Px3uxhl875Fu3Eqw/o.jpg,False,https://www.yelp.com/biz/the-music-box-caja-musical-jackson-heights-2?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,31,"[{'alias': 'gaybars', 'title': 'Gay Bars'}]",3.5,"{'latitude': 40.7462080154497, 'longitude': -73.8911462115248}",[],"{'address1': '40-08 74th St', 'address2': '', 'address3': '', 'city': 'Jackson Heights', 'zip_code': '11373', 'country': 'US', 'state': 'NY', 'display_address': ['40-08 74th St', 'Jackson Heights, NY 11373']}",,,3882.287682555339,$$,"One's mileage may vary when it comes to this long standing LGBT spot, but I can say I've always had a solid time here. There are some of those horror...",Came on Wed evening. Nice say out in NY. First.  this place is a depressing joke. Let's talk about how dark this place is. I know...typical for gay spots......,"My first time (but last night before my flight) in New York, my first time in Queens, and the strongest drink I've ever had in my life. This is what...","[{'open': [{'is_overnight': True, 'start': '1700', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1700', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1700', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1700', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1700', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1700', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1700', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
9,AawLwOYZwMf_9wkShExfuw,sanfords-astoria-astoria,Sanfords Astoria,https://s3-media3.fl.yelpcdn.com/bphoto/dQwdngc4tQsPpZtUMGvQcQ/o.jpg,False,https://www.yelp.com/biz/sanfords-astoria-astoria?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,861,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}]",4.0,"{'latitude': 40.7623, 'longitude': -73.92555}","['restaurant_reservation', 'pickup', 'delivery']","{'address1': '30-13 Broadway', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['30-13 Broadway', 'Astoria, NY 11106']}",+17189329569,(718) 932-9569,2459.1403073591487,$$,"Service is ok. 
Appetizers to order: truffle mac and cheese (favorite here) and calamari.
Had high expectations for the wild mushroom truffle risotto. I was...","Please do yourself a favor and don't order from Sanford's on seamless !  I placed an order at 8:18 and was quoted a delivery time of 9:20-9:30.

At 9:30 i...","Great atmosphere!  Great staff and very attentive.
 As u walk u the set up is a diner but with the upper class menu. 
The back of the diner has has a large...","[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
