,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,rev1,rev2,rev3
10,cOUYYcrOeManYPyuun_xVg,jimbo-slims-brooklyn,Jimbo Slims,https://s3-media4.fl.yelpcdn.com/bphoto/UjJnVc7dhQrrFrqB8BVvWw/o.jpg,False,https://www.yelp.com/biz/jimbo-slims-brooklyn?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,36,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",5.0,"{'latitude': 40.7209450363619, 'longitude': -73.9465168238625}",[],,"{'address1': '524 Graham Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['524 Graham Ave', 'Brooklyn, NY 11222']}",+19179091057,(917) 909-1057,2079.21481560964,I've had my eye on Jimbo Slims for a long time since when I first saw it was a part of the upper Brooklyn Beer Book. I came here last night and experienced...,What a fun place.  My friend and I buzzed in here after a concert at Brooklyn Steel.  We made our rounds at other area bars and somehow landed here for the...,"Came here to help celebrate the birthday of a bud turning 40 (all down hill from here) and had a great time.

Jimbo Slims may be small, but it's got..."
11,Om6KGbN524K6pu9IkPT0Rg,maite-brooklyn,Maite,https://s3-media1.fl.yelpcdn.com/bphoto/z6LGdV9wDn79KSrKrUt0pg/o.jpg,False,https://www.yelp.com/biz/maite-brooklyn?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,181,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'colombian', 'title': 'Colombian'}]",4.0,"{'latitude': 40.69924, 'longitude': -73.926797}",[],$$,"{'address1': '159 Central Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['159 Central Ave', 'Brooklyn, NY 11221']}",+17183663090,(718) 366-3090,1368.6001626160378,"Can not speak highly enough about this place. It's cozy, it's hipster it's local and the food is amazing. My girlfriend and I went for the first time last...",Unbelievably over priced--the ribeye itself cost $55 (even though on Yelp it says $25) and have ZERO sides besides a small cube of butter. No duck egg or...,"What an incredible dinner spot! Last night we had a double date here, and the strategy was: order a bunch of stuff and share everything. We got: pork cheek..."
12,oQTe8QrqH3FoBjasH4nMNg,dynaco-brooklyn,Dynaco,https://s3-media1.fl.yelpcdn.com/bphoto/N9BnP0pI7PEATEgPVoP6vg/o.jpg,False,https://www.yelp.com/biz/dynaco-brooklyn?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,111,"[{'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 40.686615, 'longitude': -73.954811}",[],$$,"{'address1': '1112 Bedford Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['1112 Bedford Ave', 'Brooklyn, NY 11216']}",,,2050.858028901139,"CASH ONLY- what can I say about this place? 
Speakeasy vibe, classy, romantic, low-key with strong drinks at a good price. It feels like being in a winter...","First time visiting and I am so glad I did. The bar is small, but very quaint. Tonight the fire was lit and it was really great. The bartender was sweet and...","Where else but in NYC, specifically Brooklyn, can you get a well designed cocktail that tastes amazing along with a slice of chocolate cake. Nowhere. But..."
13,glyGvgQWuvawoZ2yq_5w9g,jr-and-son-new-york,Jr And Son,https://s3-media1.fl.yelpcdn.com/bphoto/g0gKZCuuuhkgorHq_TEVcA/o.jpg,False,https://www.yelp.com/biz/jr-and-son-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,7,"[{'alias': 'divebars', 'title': 'Dive Bars'}]",4.5,"{'latitude': 40.7141849, 'longitude': -73.9495321}",[],$$,"{'address1': '575 Metropolitan Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['575 Metropolitan Ave', 'New York, NY 11211']}",+19174993248,(917) 499-3248,1429.6318724598443,"Best bar in Brooklyn. 

This is not a ""hipster"" dive bar or a ""cool"" hole in the wall type of place.

This is a friggin' real bar. A throwback to a time &...","Jr & Son...RULES. 
If you're looking for a hipster bar GETTHUFUKOWTUHEEEYA! 
It's a local joint with regulars dating back to the dawn of man. Comprised...",Me and my boyfriend were walking down the street and he spotted this bar. I didn't want to go in but he convinced me to give it a try. I'm glad I did. I...
14,ZUeDNCRwzbNbWDTRTRYUgA,landline-bar-brooklyn,Landline Bar,https://s3-media1.fl.yelpcdn.com/bphoto/AnhA52QRA4b2unulV27v-w/o.jpg,False,https://www.yelp.com/biz/landline-bar-brooklyn?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,3,"[{'alias': 'bars', 'title': 'Bars'}]",5.0,"{'latitude': 40.7119468400901, 'longitude': -73.941498330992}",[],,"{'address1': '790 Grand St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['790 Grand St', 'Brooklyn, NY 11211']}",+13477631335,(347) 763-1335,1053.3022548496217,"A great addition to the neighborhood.  It certainly isn't a ""dive"" bar, but also isn't a fancy cocktail bar ... just a good solid bar that feels like the...",Great prices for a nice variety of drinks! They just opened a month ago so it's still brand spanking new. Service is quick! They do flights of beer as well...,Great addition to the area! An unpretentious neighborhood bar with a great cast of bartenders and nice beer selection. Shuffleboard and darts are a plus &...
15,bnsC31tMVSEeKix6E2nlfg,king-of-the-sea-brooklyn-3,King Of The Sea,https://s3-media3.fl.yelpcdn.com/bphoto/X-x0nAwXEPCHyd5wx7FtGA/o.jpg,False,https://www.yelp.com/biz/king-of-the-sea-brooklyn-3?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,121,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.687, 'longitude': -73.95479}",[],,"{'address1': '1102 Bedford Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['1102 Bedford Ave', 'Brooklyn, NY 11216']}",+17187838000,(718) 783-8000,2017.6033470304142,"Now , just want to start off saying I'm a picky woman that loves to eat . A co worker recommended it and I was a bit skeptical because of the reviews ..All...","Disorganized and borderline racist. If you aren't black, don't expect to get some attention here. We've been on the wait list since 8pm last night. Put our...","Visited this spot for the first time. The inside is pretty low key with a rustic vibe. It's small with about 12 to 16 sets of tables, some sets of 2 and..."
16,scel8fnT2GAB5YmKNz1VMw,full-circle-bar-brooklyn,Full Circle Bar,https://s3-media1.fl.yelpcdn.com/bphoto/q5tDh1VLLr6S9sopr1lQ8w/o.jpg,False,https://www.yelp.com/biz/full-circle-bar-brooklyn?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,162,"[{'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 40.7124, 'longitude': -73.95672}",[],$,"{'address1': '318 Grand St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['318 Grand St', 'Brooklyn, NY 11211']}",+13477254588,(347) 725-4588,1640.752299620919,"I have been coming here for about two years now and as long as I live in New York (aka forever), I don't see myself not coming, especially for league night...","4.5 stars!
FUN BAR IN WILLIAMSBURG, especially if you like SKEE BALL + CHEAP BEERS!

They have a bunch of drink specials on the wall and have a good variety...","Good bar in Williamsburg that's decently priced. Not pretentious. Lots of choices, but beer shot specials for $8 are alway the way to go. There was plenty..."
17,5usxLwlQ2rF0UwuOEd3aOQ,dick-and-janes-brooklyn,Dick and Jane's,https://s3-media3.fl.yelpcdn.com/bphoto/hRQaYxLVbBCW7JAGPSI7Qg/o.jpg,False,https://www.yelp.com/biz/dick-and-janes-brooklyn?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,118,"[{'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 40.68987, 'longitude': -73.97136}",[],$$,"{'address1': '266 Adelphi St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11205', 'country': 'US', 'state': 'NY', 'display_address': ['266 Adelphi St', 'Brooklyn, NY 11205']}",+13477391027,(347) 739-1027,2813.331310096756,I saw positive reviews on Yelp and Google when looking for a speakeasy while traveling for business in Brooklyn. Although the speakeasy technicality is gone...,"Overall, I enjoyed my time here but didn't love the drinks. The space itself is small with a good crowd (we were there on a Sunday night of a 3 day...","Love this bar - Bartenders polite, vibes good, musics great! Only offer one IPA though, it was good but a couple more options wouldn't hurt."
18,dyFvVNDumWZgXtV3GlK8vw,blink-thai-brooklyn,Blink Thai,https://s3-media3.fl.yelpcdn.com/bphoto/52PEFmw060h_IEF5omTjgA/o.jpg,False,https://www.yelp.com/biz/blink-thai-brooklyn?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,40,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.71163, 'longitude': -73.94281}","['delivery', 'pickup']",$$,"{'address1': '756 Grand St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['756 Grand St', 'Brooklyn, NY 11211']}",+17185991995,(718) 599-1995,1004.4285895253856,"The food was absolutely delicious and came in large portions. I've had better drunken noodles, but maybe I should have requested more spice. The pad Thai...","Was truly able to introduce my boyfriend to Thai today. He got the Ginger Basil fried rice, loved it.
I got massaman curry for the first time, I really...","Near to Grand St stop, easy to get to.. Din before iscp open studios.. inviting warm atmosphere looking in from cold sidewalk.. in we went as only..."
19,jT7GWe-5kBpwmY2uoXr8lw,sunnyvale-brooklyn-brooklyn,Sunnyvale Brooklyn,https://s3-media4.fl.yelpcdn.com/bphoto/xfY294T9DVhTbLbi4gs90g/o.jpg,False,https://www.yelp.com/biz/sunnyvale-brooklyn-brooklyn?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,23,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'bars', 'title': 'Bars'}]",3.5,"{'latitude': 40.71373, 'longitude': -73.93397}",[],$,"{'address1': '1031 Grand St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['1031 Grand St', 'Brooklyn, NY 11211']}",+13479873971,(347) 987-3971,1449.8574236460013,"So I've only been here for these Future Gardens parties, but I have to say I'm a fan. I go out to electronic music events almost every weekend, so I've been...","We went to see Jenn Champion here last Friday night and the expectations were low and it lived up to them. I have to say, as far as Brooklyn dive venues go,...","Would rate it no stars if I could. They left us waiting outside in the cold for an hour and a HALF. They posted a paper outside saying ""tonight's show has..."
20,tkA9smrBrMLimGICtGgcjQ,national-sawdust-williamsburg,National Sawdust,https://s3-media3.fl.yelpcdn.com/bphoto/qll_bPTr56E8Tv8z42ryrg/o.jpg,False,https://www.yelp.com/biz/national-sawdust-williamsburg?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,18,"[{'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}]",4.0,"{'latitude': 40.7188911437988, 'longitude': -73.9613647460938}",[],$$,"{'address1': '80 N 6th St', 'address2': '', 'address3': '', 'city': 'Williamsburg', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['80 N 6th St', 'Williamsburg, NY 11249']}",+16467798455,(646) 779-8455,2424.2254993323213,Came here for the first time to see a show. Great experience. The place itself is beautiful and can fit quite a few attendees. The drinks are moderately...,"Interesting little venue tucked away in Williamsburg - I was told it's usually reserved for classical music; last Sat night was a rock show, hosted by one...","Space is gorgeous. Sound is absolutely exquisite. Cool food and bev. Can not wait to return. What a privilege to hear sound with that much quality m,..."
21,TE87BLxClCcIg62i0xVgMg,moot-bar-brooklyn-2,Moot Bar,https://s3-media2.fl.yelpcdn.com/bphoto/cJx7-muJ_meDLQmzka5rCw/o.jpg,False,https://www.yelp.com/biz/moot-bar-brooklyn-2?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,42,"[{'alias': 'pubs', 'title': 'Pubs'}]",4.5,"{'latitude': 40.6941986, 'longitude': -73.9609604}",[],$,"{'address1': '579 Myrtle Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11205', 'country': 'US', 'state': 'NY', 'display_address': ['579 Myrtle Ave', 'Brooklyn, NY 11205']}",+17186383982,(718) 638-3982,1815.5835415177453,"This is a place where grown knows grown. Calm, cool, chill. Great humans.. I feel that I'm in the south again. People matter. Thanks Moot!","this place smells like weed, like a lot of weed, like not just smoked weed but fresh bud. It's slightly overwhelming, not complaining but then again the...","Along with elevensies, luncheon, afternoon tea, dinner, and supper, I doubt Aragorn knew about Tuesday hot dog night at Moot, and that is absolutely his..."
