,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,rev1,rev2,rev3,hours
0,U1kw9ipVfeurHBdtSgrmfQ,irenes-capri-lounge-brooklyn,Irene's Capri Lounge,https://s3-media2.fl.yelpcdn.com/bphoto/Phd7E7RKSaNZvh5-cWGIDQ/o.jpg,False,https://www.yelp.com/biz/irenes-capri-lounge-brooklyn?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,31,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'social_clubs', 'title': 'Social Clubs'}]",4.0,"{'latitude': 40.727607, 'longitude': -73.954154}",[],$,"{'address1': '156 Calyer St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['156 Calyer St', 'Brooklyn, NY 11222']}",,,2462.2888362217977,"Two words, Jell-O shots. Yes I'm in my 30's.... I don't care. 

Also this bar is in every movie & tv show so it's fun to see your local joint so widely...","On the way in, a drunk woman who was not leaving this bar yelled, ""This is the best bar in Greenpoint!"" Thanks!

The bar was pretty great. It's large and...","Definitely an older Greenpoint spot, which I can appreciate. You walk in, and are instantly transported to another time--and simultaneously realize that the...","[{'open': [{'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
1,orGjjjxYUjSWxZI4FwQ4ng,the-paper-box-brooklyn,The Paper Box,https://s3-media4.fl.yelpcdn.com/bphoto/9-l-4E5PoN7du9Rx5Nv5Pg/o.jpg,False,https://www.yelp.com/biz/the-paper-box-brooklyn?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,48,"[{'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",3.5,"{'latitude': 40.7108726501465, 'longitude': -73.9365921020508}",[],$$,"{'address1': '17 Meadow St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['17 Meadow St', 'Brooklyn, NY 11206']}",+17183833815,(718) 383-3815,3815.0354972741006,"One of my favorite venue places to catch live music performances in the entire city. 

Reasonably priced alcoholic beverages with a convenient outdoor area...","I don't know what I was expecting, but it wasn't this. My girlfriend and I were invited to a DJ set here, and were thankful the parking situation in the...",The Paper Box might feel like an up and coming venue but it's been around for a handful of years. It is a super interesting warehouse-type space that has...,
2,pHWqGtxOlnOyDsc5rhu9wA,alfred-kaminski-bar-and-grill-brooklyn,Alfred Kaminski Bar & Grill,,False,https://www.yelp.com/biz/alfred-kaminski-bar-and-grill-brooklyn?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,1,"[{'alias': 'bars', 'title': 'Bars'}]",5.0,"{'latitude': 40.734312, 'longitude': -73.955212}",[],,"{'address1': '1041 Manhattan Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['1041 Manhattan Ave', 'Brooklyn, NY 11222']}",+17183839699,(718) 383-9699,2000.7560091117286,"There is Beer, here. If you dont want to sit down and drink then dont bother. No frills. Perfect place for me.",No Review,No Review,
3,zn4PW7NVdgCvg7vxVXQ_Qg,ps-450-new-york,PS 450,https://s3-media1.fl.yelpcdn.com/bphoto/DDX1fpooV9rnY9qZW-JpmQ/o.jpg,False,https://www.yelp.com/biz/ps-450-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,1051,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",3.0,"{'latitude': 40.74497, 'longitude': -73.98312}","['delivery', 'pickup']",$$,"{'address1': '450 Park Ave S', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['450 Park Ave S', 'New York, NY 10016']}",+12125327474,(212) 532-7474,3949.9035200785997,We had a blast here for our bachelorette brunch!  it was decently priced for bottomless mimosas and food. the music was great and was all throwback hip hop...,"Came here for a bbfs bday, def not my kind of place. I mean if yourr into hip hop/rap/pop with rachetness then this is the place for u. Lol 
We went on a...",My visit here was long overdue! Had the pleasure of dining here for a friend's birthday brunch at 2:30 pm yesterday. You definitely have to have a pot of...,"[{'open': [{'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '1130', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1130', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
4,HwEc9t8vV_DPCyFe3tVJ2Q,bar-velo-brooklyn-brooklyn,Bar Velo Brooklyn,https://s3-media4.fl.yelpcdn.com/bphoto/j61RXCvghRQwj8GskSuQGg/o.jpg,False,https://www.yelp.com/biz/bar-velo-brooklyn-brooklyn?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,78,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.5,"{'latitude': 40.707069, 'longitude': -73.954429}","['delivery', 'pickup']",$$,"{'address1': '394 Broadway', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['394 Broadway', 'Brooklyn, NY 11211']}",+17185996895,(718) 599-6895,4503.86662845203,I passed by this restaurant in the neighborhood and finally we came over for brunch.  I love all the little decorations in the place and I was told the menu...,"Came here after a long day of studying for finals across the street at Fiction Coffee (also highly recommend). It's very dim lit with a cozy, vinatge vibe...","If a dish is 50% comprised of onions, why WHY would you not include it on the menu description??? In order to avoid garlic, onion, and any indication of...","[{'open': [{'is_overnight': False, 'start': '1300', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1300', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1300', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1300', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1300', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1300', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1300', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
5,_MjMpJ6fVQZbbTOZf8T2XA,lovers-of-today-new-york,Lovers of Today,https://s3-media4.fl.yelpcdn.com/bphoto/v1QPqkW6HEoMl0xPJ4vteA/o.jpg,False,https://www.yelp.com/biz/lovers-of-today-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,261,"[{'alias': 'lounges', 'title': 'Lounges'}]",4.0,"{'latitude': 40.7258338928223, 'longitude': -73.9833755493164}",[],$$,"{'address1': '132 1/2 E 7th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['132 1/2 E 7th St', 'New York, NY 10009']}",+12124209517,(212) 420-9517,4517.338283387806,"TINY space, but the drinks were delicious. Also a pretty good happy hour ($8 cocktails). If it's warm, you can hang outside. 

Definitely a cool pre-dinner...","Like a frat party basement but with better drinks. This place is SMALL so it gets crowded quick. There aren't many tables or places to sit, so mostly people...","I'm changing my review, it used to be one if my favorite places in NYC. However, on Dec 3, 2019 to be acceptable was there a bartender that I never seen...","[{'open': [{'is_overnight': True, 'start': '1700', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1700', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1700', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1700', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1700', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1700', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1700', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
6,f6T-6GqekmmfXRwzr_W4aQ,le-club-new-york-new-york-2,Le Club New York,https://s3-media2.fl.yelpcdn.com/bphoto/ubrT64yMbr5Hny8lQmUGFg/o.jpg,False,https://www.yelp.com/biz/le-club-new-york-new-york-2?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,2,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'french', 'title': 'French'}]",5.0,"{'latitude': 40.74303, 'longitude': -74.00779}",[],,"{'address1': '85 10th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['85 10th Ave', 'New York, NY 10011']}",+12124888886,(212) 488-8886,6040.534638729324,"We had drinks and desert after dinner.  The port was amazing. Great selection of wines, liquor, and deserts.  We ordered the bourbon caramel beignets. It's...",Had a large group of friends to celebrate a birthday. The team was very accommodating and found the perfect set up. Staff was extremely responsive....,No Review,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
7,OmrD9neOHhfmJIoP6erJjA,elsewhere-rooftop-brooklyn,Elsewhere Rooftop,https://s3-media3.fl.yelpcdn.com/bphoto/7KhifI8Eqkyuok80_tWzEA/o.jpg,False,https://www.yelp.com/biz/elsewhere-rooftop-brooklyn?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,11,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'outdoormovies', 'title': 'Outdoor Movies'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",4.5,"{'latitude': 40.70933, 'longitude': -73.92315}",[],$$,"{'address1': '599 Johnson Ave', 'address2': 'Fl 3', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['599 Johnson Ave', 'Fl 3', 'Brooklyn, NY 11237']}",,,4132.569727057142,It's a warehouse compound with many levels and rooms all with different dance music. I was impressed with all the deejays tonight. We did arrive to see...,The vibe in here is amazing so mixed and cultured is a place for everyone and the rooftop on summer is the hype,Elswhere Rooftop is the place to be for summertime fun! Came here with some fam and friends and had a very decent time. Rushed to get there for a...,"[{'open': [{'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1400', 'end': '0200', 'day': 5}, {'is_overnight': True, 'start': '1400', 'end': '0100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
8,2XxYcbw8kpHlRzCrixMY7Q,ponyboy-brooklyn,Ponyboy,https://s3-media2.fl.yelpcdn.com/bphoto/tIg1XpnfxaGJBUs8L5d0CA/o.jpg,False,https://www.yelp.com/biz/ponyboy-brooklyn?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,23,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,"{'latitude': 40.72398, 'longitude': -73.95077}","['delivery', 'pickup']",,"{'address1': '632 Manhattan Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['632 Manhattan Ave', 'Brooklyn, NY 11222']}",,,2653.2734502855083,"I stumbled upon this bar without any anticipations about what kind of bar this would be. It's very euro, and it was a really fun change of pace. The front...","Cuter than Manhattan Inn, and has a nice back area for dancing/hanging out. However ... cocktails are $15 and that's a little insane, even for ~*rapidly...",Super crowded on the weekends even when it's early (10 pm). They only have one bar towards the front and a dance area with with reservation tables in the...,"[{'open': [{'is_overnight': True, 'start': '1800', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1800', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1800', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1800', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1800', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1800', 'end': '0200', 'day': 5}, {'is_overnight': True, 'start': '1800', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
9,WyFvM4kmgNm19jip0tDBqA,lunàtico-brooklyn,LunÀtico,https://s3-media2.fl.yelpcdn.com/bphoto/BHlEMMAd6hpPLpbOcWSX0A/o.jpg,False,https://www.yelp.com/biz/lun%C3%A0tico-brooklyn?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,111,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",4.5,"{'latitude': 40.6834345006833, 'longitude': -73.9346118563989}",[],$$,"{'address1': '486 Halsey St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11233', 'country': 'US', 'state': 'NY', 'display_address': ['486 Halsey St', 'Brooklyn, NY 11233']}",+17185130339,(718) 513-0339,6865.501156898442,"I came here just for the happy hour, but I would like to return for lunch. Bewarned that it does get loud at dinner since they have a live band playing, and...","I really enjoyed this bar, we came during a night they had a live performance which I believe happens quite often. This is an intimate experience in a...","Incredibly elevated and still completely accessible bites that pair with a perfectly curated drink list... knowledgeable and attentive staff... 
great...","[{'open': [{'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
